Source,Target
233001,681076
233001,20303
233001,68448
233001,637414
233001,498862
233001,656975
233001,505111
233001,829616
233001,384093
233001,25122
233001,333208
233001,959574
233001,851293
233001,978131
233001,566252
233001,263713
233001,263448
233001,64599
233001,348307
233001,606962
233001,665719
233001,303067
233001,197957
233001,690883
233001,141346
233001,505797
233001,87299
233001,319860
233001,851853
233001,656573
233001,588717
233001,109799
233001,350278
233001,909169
233001,95116
233001,387581
233001,581084
233001,208511
233001,682104
233001,599051
233001,259320
233001,644654
233001,851804
233001,330162
233001,775840
233001,736308
233001,833627
233001,852314
233001,699384
233001,908476
233001,444481
233001,301378
233001,683981
233001,369562
233001,896666
233001,194910
233001,681324
233001,466836
233001,952557
233001,162240
233001,515033
233001,284100
233001,506825
233001,801150
233001,952959
233001,169228
233001,252601
233001,39957
233001,187096
233001,195509
233001,736138
233001,735815
233001,118752
233001,208706
233001,272734
233001,100849
233001,338814
233001,800948
233001,4692
233001,644851
233001,627761
233001,302222
233001,930317
233001,755521
233001,269177
233001,714008
233001,465327
233001,698672
233001,187136
233001,378318
233001,755556
233001,285211
233001,913592
233001,902111
233001,53414
233001,534602
233001,102588
233001,852650
233001,85636
233001,581720
233001,387358
233001,29937
233001,789237
233001,232352
233001,260800
233001,100883
233001,118804
233001,447769
233001,688840
233001,405952
233001,912284
233001,757276
233001,59067
233001,871439
233001,606738
233001,961024
233001,504419
233001,567228
233001,776378
233001,546344
233001,457522
233001,716612
233001,108514
233001,604000
233001,606096
233001,309907
233001,565511
233001,40309
233001,304344
233001,211534
233001,195919
233001,405164
233001,426203
233001,203577
233001,407880
233001,655448
233001,86307
233001,798236
233001,734785
233001,221316
233001,168087
233001,838135
233001,480744
233001,997377
233001,791422
233001,108239
233001,688631
233001,634027
233001,995316
233001,159886
233001,680243
233001,444318
233001,385254
233001,218080
233001,171812
233001,455533
233001,465698
233001,445127
233001,296490
233001,130004
233001,358487
233001,363822
233001,547275
233001,350356
233001,580541
233001,297422
233001,894713
233001,598704
233001,133333
233001,605224
233001,360254
233001,80140
233001,854241
233001,833761
233001,735033
233001,140246
233001,151203
233001,886018
233001,962410
233001,544056
233001,692363
233001,286704
233001,352702
233001,829911
233001,258717
233001,77142
233001,143288
233001,406373
233001,434668
233001,163885
233001,822198
233001,555171
233001,407707
233001,614626
233001,735869
233001,677618
233001,950962
233001,239362
233001,339282
233001,480769
233001,40744
233001,681015
233001,338183
233001,961772
233001,25678
233001,221062
233001,162704
233001,220354
233001,387268
233001,223644
233001,102628
233001,55194
233001,896621
233001,886209
233001,379565
233001,995619
233001,869269
233001,782323
233001,583209
233001,17896
233001,45105
233001,210356
233001,187842
233001,684772
233001,830016
233001,822573
233001,168204
233001,950003
233001,839720
233001,358288
233001,860021
233001,446990
233001,17126
233001,287244
233001,168319
233001,966801
233001,555857
233001,102609
233001,404908
233001,582137
233001,339453
233001,918922
233001,606164
233001,862660
233001,33619
233001,754402
233001,692566
233001,133733
233001,884098
233001,200019
233001,499381
233001,86759
233001,71888
233001,386703
233001,100283
233001,607351
233001,698881
233001,897957
233001,95089
233001,506652
233001,765242
233001,12058
233001,294618
233001,111635
233001,809608
233001,350486
233001,261569
233001,230772
233001,756099
233001,467145
233001,319670
233001,333519
233001,24484
233001,923817
233001,168308
233001,707549
233001,949057
233001,537251
233001,415224
233001,131806
233001,172506
233001,950791
233001,783657
233001,77174
233001,35970
233001,50997
233001,481191
233001,102792
233001,625089
233001,593324
233001,273822
233001,476278
233001,499985
233001,339588
233001,913194
339715,300842
339715,986789
339715,197923
339715,385908
339715,588189
339715,506445
339715,811322
339715,682149
339715,680843
339715,886220
339715,871436
339715,536849
339715,820693
339715,33471
339715,130579
339715,158574
339715,99829
339715,657820
339715,238358
339715,802913
339715,372801
339715,284112
339715,930431
339715,169713
339715,995359
339715,284548
339715,118846
339715,201040
339715,474036
339715,580947
339715,574890
339715,949342
339715,251615
339715,168603
339715,131059
339715,476555
339715,405125
339715,920717
339715,11771
339715,583440
339715,850709
339715,480583
339715,370360
339715,342967
339715,149930
339715,482579
339715,681792
339715,606168
339715,101679
339715,170755
339715,783441
339715,952314
339715,952442
339715,637778
339715,109594
339715,360804
339715,85942
339715,29577
339715,169696
339715,860784
339715,61390
339715,56169
339715,426444
339715,902149
339715,706214
339715,567380
339715,506614
339715,790421
339715,850225
339715,821696
339715,995213
339715,122538
339715,271452
339715,735011
339715,567575
339715,131472
339715,808997
339715,637293
339715,580510
339715,436879
339715,689637
339715,173152
339715,859079
339715,50032
339715,574278
339715,930147
339715,656643
339715,169760
339715,506088
339715,456648
339715,838517
339715,829838
339715,657760
339715,268255
339715,56942
339715,213134
339715,296719
339715,23044
339715,162093
339715,707420
339715,208065
339715,978168
339715,243399
339715,352561
339715,782703
339715,263318
339715,87645
339715,887867
339715,789498
339715,605917
339715,80786
339715,74932
339715,758884
339715,909475
339715,939077
339715,810607
339715,861764
339715,853702
339715,302156
339715,959630
339715,766437
339715,203015
339715,930228
339715,23408
339715,352365
339715,681076
339715,20303
339715,68448
339715,637414
339715,498862
339715,656975
339715,505111
339715,829616
339715,384093
339715,25122
339715,333208
339715,959574
339715,851293
339715,978131
339715,566252
339715,263713
339715,263448
339715,64599
339715,348307
339715,606962
339715,665719
339715,303067
339715,197957
339715,690883
339715,141346
339715,505797
339715,87299
339715,319860
339715,851853
339715,656573
339715,588717
339715,109799
339715,350278
339715,909169
339715,95116
339715,387581
339715,581084
339715,208511
339715,682104
339715,599051
339715,259320
339715,644654
339715,851804
339715,330162
339715,775840
339715,736308
339715,833627
339715,852314
339715,699384
339715,908476
339715,444481
339715,301378
339715,683981
339715,369562
339715,896666
339715,194910
339715,681324
339715,466836
339715,952557
339715,162240
339715,515033
339715,284100
339715,506825
339715,801150
339715,952959
339715,169228
339715,252601
339715,39957
339715,187096
339715,195509
339715,736138
339715,735815
339715,118752
339715,208706
339715,272734
339715,100849
339715,338814
339715,800948
339715,4692
339715,644851
339715,627761
339715,302222
339715,930317
339715,755521
339715,269177
339715,714008
339715,465327
339715,698672
339715,187136
339715,378318
339715,755556
339715,285211
339715,913592
339715,902111
339715,53414
339715,534602
339715,102588
339715,852650
339715,85636
339715,581720
339715,387358
339715,29937
339715,789237
339715,232352
339715,260800
339715,100883
339715,118804
339715,447769
339715,688840
339715,405952
339715,912284
339715,757276
339715,59067
339715,871439
339715,606738
339715,961024
339715,504419
339715,567228
339715,776378
339715,546344
339715,457522
339715,716612
339715,108514
339715,604000
339715,606096
339715,309907
339715,565511
339715,40309
339715,304344
339715,211534
339715,195919
339715,405164
339715,426203
339715,203577
339715,407880
339715,655448
339715,86307
339715,798236
339715,734785
339715,221316
339715,168087
339715,838135
339715,480744
339715,997377
339715,791422
339715,108239
339715,688631
339715,634027
339715,995316
339715,159886
339715,680243
339715,444318
339715,385254
339715,218080
339715,171812
339715,455533
339715,465698
339715,445127
339715,296490
339715,130004
339715,358487
339715,363822
339715,547275
339715,350356
339715,580541
339715,297422
339715,894713
339715,598704
339715,133333
339715,605224
339715,360254
339715,80140
339715,854241
339715,833761
339715,735033
339715,140246
339715,151203
339715,886018
339715,962410
339715,544056
339715,692363
339715,286704
339715,352702
339715,829911
339715,258717
339715,77142
339715,143288
339715,406373
339715,434668
339715,163885
339715,822198
339715,555171
339715,407707
339715,614626
339715,735869
339715,677618
339715,950962
339715,239362
339715,339282
339715,480769
339715,40744
339715,681015
339715,338183
339715,961772
339715,25678
339715,221062
339715,162704
339715,220354
339715,387268
339715,223644
339715,102628
339715,55194
339715,896621
339715,886209
339715,379565
339715,995619
339715,869269
339715,782323
339715,583209
339715,17896
339715,45105
339715,210356
339715,187842
339715,684772
339715,830016
339715,822573
339715,168204
339715,950003
339715,839720
339715,358288
339715,860021
339715,446990
339715,17126
339715,287244
339715,168319
339715,966801
339715,555857
339715,102609
339715,404908
339715,582137
339715,339453
339715,918922
339715,606164
339715,862660
339715,33619
339715,754402
339715,692566
339715,133733
339715,884098
339715,200019
339715,499381
339715,86759
339715,71888
339715,386703
339715,100283
339715,607351
339715,698881
339715,897957
339715,95089
339715,506652
339715,765242
339715,12058
339715,294618
339715,111635
339715,809608
339715,350486
339715,261569
339715,230772
339715,756099
339715,467145
339715,319670
339715,333519
339715,24484
339715,923817
339715,168308
339715,707549
339715,949057
339715,537251
339715,415224
339715,131806
339715,172506
339715,950791
339715,783657
339715,77174
339715,35970
339715,50997
339715,481191
339715,102792
339715,625089
339715,593324
339715,273822
339715,476278
339715,499985
339715,339588
339715,913194
300842,986789
300842,197923
300842,385908
300842,588189
300842,506445
300842,811322
300842,682149
300842,680843
300842,886220
300842,871436
300842,536849
300842,820693
300842,33471
300842,130579
300842,158574
300842,99829
300842,657820
300842,238358
300842,802913
300842,372801
300842,284112
300842,930431
300842,169713
300842,995359
300842,284548
300842,118846
300842,201040
300842,474036
300842,580947
300842,574890
300842,949342
300842,251615
300842,168603
300842,131059
300842,476555
300842,405125
300842,920717
300842,11771
300842,583440
300842,850709
300842,480583
300842,370360
300842,342967
300842,149930
300842,482579
300842,681792
300842,606168
300842,101679
300842,170755
300842,783441
300842,952314
300842,952442
300842,637778
300842,109594
300842,360804
300842,85942
300842,29577
300842,169696
300842,860784
300842,61390
300842,56169
300842,426444
300842,902149
300842,706214
300842,567380
300842,506614
300842,790421
300842,850225
300842,821696
300842,995213
300842,122538
300842,271452
300842,735011
300842,567575
300842,131472
300842,808997
300842,637293
300842,580510
300842,436879
300842,689637
300842,173152
300842,859079
300842,50032
300842,574278
300842,930147
300842,656643
300842,169760
300842,506088
300842,456648
300842,838517
300842,829838
300842,657760
300842,268255
300842,56942
300842,213134
300842,296719
300842,23044
300842,162093
300842,707420
300842,208065
300842,978168
300842,243399
300842,352561
300842,782703
300842,263318
300842,87645
300842,887867
300842,789498
300842,605917
300842,80786
300842,74932
300842,758884
300842,909475
300842,939077
300842,810607
300842,861764
300842,853702
300842,302156
300842,959630
300842,766437
300842,203015
300842,930228
300842,23408
300842,352365
300842,681076
300842,20303
300842,68448
300842,637414
300842,498862
300842,656975
300842,505111
300842,829616
300842,384093
300842,25122
300842,333208
300842,959574
300842,851293
300842,978131
300842,566252
300842,263713
300842,263448
300842,64599
300842,348307
300842,606962
300842,665719
300842,303067
300842,197957
300842,690883
300842,141346
300842,505797
300842,87299
300842,319860
300842,851853
300842,656573
300842,588717
300842,109799
300842,350278
300842,909169
300842,95116
300842,387581
300842,581084
300842,208511
300842,682104
300842,599051
300842,259320
300842,644654
300842,851804
300842,330162
300842,775840
300842,736308
300842,833627
300842,852314
300842,699384
300842,908476
300842,444481
300842,301378
300842,683981
300842,369562
300842,896666
300842,194910
300842,681324
300842,466836
300842,952557
300842,162240
300842,515033
300842,284100
300842,506825
300842,801150
300842,952959
300842,169228
300842,252601
300842,39957
300842,187096
300842,195509
300842,736138
300842,735815
300842,118752
300842,208706
300842,272734
300842,100849
300842,338814
300842,800948
300842,4692
300842,644851
300842,627761
300842,302222
300842,930317
300842,755521
300842,269177
300842,714008
300842,465327
300842,698672
300842,187136
300842,378318
300842,755556
300842,285211
300842,913592
300842,902111
300842,53414
300842,534602
300842,102588
300842,852650
300842,85636
300842,581720
300842,387358
300842,29937
300842,789237
300842,232352
300842,260800
300842,100883
300842,118804
300842,447769
300842,688840
300842,405952
300842,912284
300842,757276
300842,59067
300842,871439
300842,606738
300842,961024
300842,504419
300842,567228
300842,776378
300842,546344
300842,457522
300842,716612
300842,108514
300842,604000
300842,606096
300842,309907
300842,565511
300842,40309
300842,304344
300842,211534
300842,195919
300842,405164
300842,426203
300842,203577
300842,407880
300842,655448
300842,86307
300842,798236
300842,734785
300842,221316
300842,168087
300842,838135
300842,480744
300842,997377
300842,791422
300842,108239
300842,688631
300842,634027
300842,995316
300842,159886
300842,680243
300842,444318
300842,385254
300842,218080
300842,171812
300842,455533
300842,465698
300842,445127
300842,296490
300842,130004
300842,358487
300842,363822
300842,547275
300842,350356
300842,580541
300842,297422
300842,894713
300842,598704
300842,133333
300842,605224
300842,360254
300842,80140
300842,854241
300842,833761
300842,735033
300842,140246
300842,151203
300842,886018
300842,962410
300842,544056
300842,692363
300842,286704
300842,352702
300842,829911
300842,258717
300842,77142
300842,143288
300842,406373
300842,434668
300842,163885
300842,822198
300842,555171
300842,407707
300842,614626
300842,735869
300842,677618
300842,950962
300842,239362
300842,339282
300842,480769
300842,40744
300842,681015
300842,338183
300842,961772
300842,25678
300842,221062
300842,162704
300842,220354
300842,387268
300842,223644
300842,102628
300842,55194
300842,896621
300842,886209
300842,379565
300842,995619
300842,869269
300842,782323
300842,583209
300842,17896
300842,45105
300842,210356
300842,187842
300842,684772
300842,830016
300842,822573
300842,168204
300842,950003
300842,839720
300842,358288
300842,860021
300842,446990
300842,17126
300842,287244
300842,168319
300842,966801
300842,555857
300842,102609
300842,404908
300842,582137
300842,339453
300842,918922
300842,606164
300842,862660
300842,33619
300842,754402
300842,692566
300842,133733
300842,884098
300842,200019
300842,499381
300842,86759
300842,71888
300842,386703
300842,100283
300842,607351
300842,698881
300842,897957
300842,95089
300842,506652
300842,765242
300842,12058
300842,294618
300842,111635
300842,809608
300842,350486
300842,261569
300842,230772
300842,756099
300842,467145
300842,319670
300842,333519
300842,24484
300842,923817
300842,168308
300842,707549
300842,949057
300842,537251
300842,415224
300842,131806
300842,172506
300842,950791
300842,783657
300842,77174
300842,35970
300842,50997
300842,481191
300842,102792
300842,625089
300842,593324
300842,273822
300842,476278
300842,499985
300842,339588
300842,913194
986789,197923
986789,385908
986789,588189
986789,506445
986789,811322
986789,682149
986789,680843
986789,886220
986789,871436
986789,536849
986789,820693
986789,33471
986789,130579
986789,158574
986789,99829
986789,657820
986789,238358
986789,802913
986789,372801
986789,284112
986789,930431
986789,169713
986789,995359
986789,284548
986789,118846
986789,201040
986789,474036
986789,580947
986789,574890
986789,949342
986789,251615
986789,168603
986789,131059
986789,476555
986789,405125
986789,920717
986789,11771
986789,583440
986789,850709
986789,480583
986789,370360
986789,342967
986789,149930
986789,482579
986789,681792
986789,606168
986789,101679
986789,170755
986789,783441
986789,952314
986789,952442
986789,637778
986789,109594
986789,360804
986789,85942
986789,29577
986789,169696
986789,860784
986789,61390
986789,56169
986789,426444
986789,902149
986789,706214
986789,567380
986789,506614
986789,790421
986789,850225
986789,821696
986789,995213
986789,122538
986789,271452
986789,735011
986789,567575
986789,131472
986789,808997
986789,637293
986789,580510
986789,436879
986789,689637
986789,173152
986789,859079
986789,50032
986789,574278
986789,930147
986789,656643
986789,169760
986789,506088
986789,456648
986789,838517
986789,829838
986789,657760
986789,268255
986789,56942
986789,213134
986789,296719
986789,23044
986789,162093
986789,707420
986789,208065
986789,978168
986789,243399
986789,352561
986789,782703
986789,263318
986789,87645
986789,887867
986789,789498
986789,605917
986789,80786
986789,74932
986789,758884
986789,909475
986789,939077
986789,810607
986789,861764
986789,853702
986789,302156
986789,959630
986789,766437
986789,203015
986789,930228
986789,23408
986789,352365
986789,681076
986789,20303
986789,68448
986789,637414
986789,498862
986789,656975
986789,505111
986789,829616
986789,384093
986789,25122
986789,333208
986789,959574
986789,851293
986789,978131
986789,566252
986789,263713
986789,263448
986789,64599
986789,348307
986789,606962
986789,665719
986789,303067
986789,197957
986789,690883
986789,141346
986789,505797
986789,87299
986789,319860
986789,851853
986789,656573
986789,588717
986789,109799
986789,350278
986789,909169
986789,95116
986789,387581
986789,581084
986789,208511
986789,682104
986789,599051
986789,259320
986789,644654
986789,851804
986789,330162
986789,775840
986789,736308
986789,833627
986789,852314
986789,699384
986789,908476
986789,444481
986789,301378
986789,683981
986789,369562
986789,896666
986789,194910
986789,681324
986789,466836
986789,952557
986789,162240
986789,515033
986789,284100
986789,506825
986789,801150
986789,952959
986789,169228
986789,252601
986789,39957
986789,187096
986789,195509
986789,736138
986789,735815
986789,118752
986789,208706
986789,272734
986789,100849
986789,338814
986789,800948
986789,4692
986789,644851
986789,627761
986789,302222
986789,930317
986789,755521
986789,269177
986789,714008
986789,465327
986789,698672
986789,187136
986789,378318
986789,755556
986789,285211
986789,913592
986789,902111
986789,53414
986789,534602
986789,102588
986789,852650
986789,85636
986789,581720
986789,387358
986789,29937
986789,789237
986789,232352
986789,260800
986789,100883
986789,118804
986789,447769
986789,688840
986789,405952
986789,912284
986789,757276
986789,59067
986789,871439
986789,606738
986789,961024
986789,504419
986789,567228
986789,776378
986789,546344
986789,457522
986789,716612
986789,108514
986789,604000
986789,606096
986789,309907
986789,565511
986789,40309
986789,304344
986789,211534
986789,195919
986789,405164
986789,426203
986789,203577
986789,407880
986789,655448
986789,86307
986789,798236
986789,734785
986789,221316
986789,168087
986789,838135
986789,480744
986789,997377
986789,791422
986789,108239
986789,688631
986789,634027
986789,995316
986789,159886
986789,680243
986789,444318
986789,385254
986789,218080
986789,171812
986789,455533
986789,465698
986789,445127
986789,296490
986789,130004
986789,358487
986789,363822
986789,547275
986789,350356
986789,580541
986789,297422
986789,894713
986789,598704
986789,133333
986789,605224
986789,360254
986789,80140
986789,854241
986789,833761
986789,735033
986789,140246
986789,151203
986789,886018
986789,962410
986789,544056
986789,692363
986789,286704
986789,352702
986789,829911
986789,258717
986789,77142
986789,143288
986789,406373
986789,434668
986789,163885
986789,822198
986789,555171
986789,407707
986789,614626
986789,735869
986789,677618
986789,950962
986789,239362
986789,339282
986789,480769
986789,40744
986789,681015
986789,338183
986789,961772
986789,25678
986789,221062
986789,162704
986789,220354
986789,387268
986789,223644
986789,102628
986789,55194
986789,896621
986789,886209
986789,379565
986789,995619
986789,869269
986789,782323
986789,583209
986789,17896
986789,45105
986789,210356
986789,187842
986789,684772
986789,830016
986789,822573
986789,168204
986789,950003
986789,839720
986789,358288
986789,860021
986789,446990
986789,17126
986789,287244
986789,168319
986789,966801
986789,555857
986789,102609
986789,404908
986789,582137
986789,339453
986789,918922
986789,606164
986789,862660
986789,33619
986789,754402
986789,692566
986789,133733
986789,884098
986789,200019
986789,499381
986789,86759
986789,71888
986789,386703
986789,100283
986789,607351
986789,698881
986789,897957
986789,95089
986789,506652
986789,765242
986789,12058
986789,294618
986789,111635
986789,809608
986789,350486
986789,261569
986789,230772
986789,756099
986789,467145
986789,319670
986789,333519
986789,24484
986789,923817
986789,168308
986789,707549
986789,949057
986789,537251
986789,415224
986789,131806
986789,172506
986789,950791
986789,783657
986789,77174
986789,35970
986789,50997
986789,481191
986789,102792
986789,625089
986789,593324
986789,273822
986789,476278
986789,499985
986789,339588
986789,913194
197923,385908
197923,588189
197923,506445
197923,811322
197923,682149
197923,680843
197923,886220
197923,871436
197923,536849
197923,820693
197923,33471
197923,130579
197923,158574
197923,99829
197923,657820
197923,238358
197923,802913
197923,372801
197923,284112
197923,930431
197923,169713
197923,995359
197923,284548
197923,118846
197923,201040
197923,474036
197923,580947
197923,574890
197923,949342
197923,251615
197923,168603
197923,131059
197923,476555
197923,405125
197923,920717
197923,11771
197923,583440
197923,850709
197923,480583
197923,370360
197923,342967
197923,149930
197923,482579
197923,681792
197923,606168
197923,101679
197923,170755
197923,783441
197923,952314
197923,952442
197923,637778
197923,109594
197923,360804
197923,85942
197923,29577
197923,169696
197923,860784
197923,61390
197923,56169
197923,426444
197923,902149
197923,706214
197923,567380
197923,506614
197923,790421
197923,850225
197923,821696
197923,995213
197923,122538
197923,271452
197923,735011
197923,567575
197923,131472
197923,808997
197923,637293
197923,580510
197923,436879
197923,689637
197923,173152
197923,859079
197923,50032
197923,574278
197923,930147
197923,656643
197923,169760
197923,506088
197923,456648
197923,838517
197923,829838
197923,657760
197923,268255
197923,56942
197923,213134
197923,296719
197923,23044
197923,162093
197923,707420
197923,208065
197923,978168
197923,243399
197923,352561
197923,782703
197923,263318
197923,87645
197923,887867
197923,789498
197923,605917
197923,80786
197923,74932
197923,758884
197923,909475
197923,939077
197923,810607
197923,861764
197923,853702
197923,302156
197923,959630
197923,766437
197923,203015
197923,930228
197923,23408
197923,352365
197923,681076
197923,20303
197923,68448
197923,637414
197923,498862
197923,656975
197923,505111
197923,829616
197923,384093
197923,25122
197923,333208
197923,959574
197923,851293
197923,978131
197923,566252
197923,263713
197923,263448
197923,64599
197923,348307
197923,606962
197923,665719
197923,303067
197923,197957
197923,690883
197923,141346
197923,505797
197923,87299
197923,319860
197923,851853
197923,656573
197923,588717
197923,109799
197923,350278
197923,909169
197923,95116
197923,387581
197923,581084
197923,208511
197923,682104
197923,599051
197923,259320
197923,644654
197923,851804
197923,330162
197923,775840
197923,736308
197923,833627
197923,852314
197923,699384
197923,908476
197923,444481
197923,301378
197923,683981
197923,369562
197923,896666
197923,194910
197923,681324
197923,466836
197923,952557
197923,162240
197923,515033
197923,284100
197923,506825
197923,801150
197923,952959
197923,169228
197923,252601
197923,39957
197923,187096
197923,195509
197923,736138
197923,735815
197923,118752
197923,208706
197923,272734
197923,100849
197923,338814
197923,800948
197923,4692
197923,644851
197923,627761
197923,302222
197923,930317
197923,755521
197923,269177
197923,714008
197923,465327
197923,698672
197923,187136
197923,378318
197923,755556
197923,285211
197923,913592
197923,902111
197923,53414
197923,534602
197923,102588
197923,852650
197923,85636
197923,581720
197923,387358
197923,29937
197923,789237
197923,232352
197923,260800
197923,100883
197923,118804
197923,447769
197923,688840
